,a,c,e,g,i,k,l,m,n,o,p,q
697,月光光心慌慌3 Halloween III: Season of the Witch,汤米·李·华莱士,汤米·李·华莱士,汤姆· 阿特金斯,丝泰西内尔金,丹·奥赫里奇,"['科幻', '惊悚', '恐怖']",98 分钟,1982,美国, 英语,5.2
698,星河战队2：联邦英雄 Starship Troopers 2: Hero of the Federation,菲尔 蒂贝特,爱德华·诺麦尔,比利·布朗,理查德·布基,凯莉·卡尔森,"['动作', '科幻', '恐怖', '冒险']",USA: 88 分钟,2004,美国, 英语,5.1
699,沙子怪物 Killer Beach,Isaac Gabaeff,亚历克斯格林菲尔德本 · 鲍威尔,布鲁克 · 巴特勒/杰米 · 肯尼迪/米切尔 Musso/Dean Geyer,类型:,科幻,"['科幻', '恐怖']",84分钟,2015,美国, 英语,4.0
700,24号储藏室 Storage 24,约翰内斯·罗伯茨,诺埃尔·克拉克,诺埃尔·克拉克,科林·奥多霍诺,Antonia Campbell-Hughes,"['科幻', '恐怖']",87分钟,2012,英国, 英语,4.0
701,未来警察,王晶,王晶,刘德华,徐熙媛,徐娇,['科幻'],99分钟,2010,香港 / 台湾, 汉语普通话 / 粤语,3.9
702,守护者：世纪战元 Защитники,萨里·奥德赛耶,安德烈·加夫里洛夫,塞巴斯蒂安·斯萨克,艾琳娜·拉尼娜,安东·庞布施尼,"['动作', '科幻']",89分钟,2017,俄罗斯, 俄语,3.9
703,鲨卷风2 Sharknado 2: The Second One,安东尼·C·费兰特,杉德·莱文,薇薇卡·福克斯,马克·麦克格拉斯,凯莉·奥斯本,"['喜剧', '科幻', '恐怖']",95分钟,2014,美国, 英语,3.9
704,突击女孩 アサルトガールズ,押井守,押井守,黒木メイサ,菊地凛子,佐伯日菜子,"['动作', '科幻']",Japan: 65 分钟,2009,日本, 日语 / 英语,3.9
705,不可思异,孙周,孙周,王宝强,小沈阳,大鹏,"['剧情', '喜剧', '科幻']",99分钟(中国大陆),2015,中国大陆, 汉语普通话,3.8
706,钢铁骑士 Max Steel,斯特瓦特·亨德尔,克里斯托弗·约斯特,本·温切尔,乔什·布雷纳,玛丽亚·贝罗,"['动作', '科幻', '冒险']",92分钟,2016,美国, 英语,3.8
707,机器人帝国 Robot Overlords,乔·怀特,乔·怀特,吉莲·安德森,本·金斯利,卡兰·麦克奥利菲,"['动作', '科幻', '冒险']",90分钟,2014,英国, 英语,3.8
708,人工智能：灭绝危机 Genesis,Freddie Hutton-Mills,Freddie Hutton-Mills,奥利维亚·格兰特,约翰·汉纳,沃伦·布朗,['科幻'],113分钟,2018,英国, 英语,3.8
709,伊阿索密码,李伟,余思,梁静,赵立新,李兰迪,"['科幻', '悬疑', '惊悚']",88分钟,2018,中国大陆, 汉语普通话,3.8
710,北海巨妖 Kraken Tentacles Of The Deep,蒂波尔·塔卡克斯,阿布拉姆·考克斯,Victoria Pratt,Jack Scalia,类型:,"['科幻', '恐怖']",88分钟,2006,美国, 英语,3.8
711,驯龙战 Age of the Dragons,瑞恩·雷特尔,Gil Aglaure,丹尼·格洛弗,维尼·琼斯,柯里·瑟威尔,"['动作', '科幻', '惊悚', '奇幻']",91分钟,2011,美国, 英语,3.8
712,七龙珠 Dragonball Evolution,黄毅瑜,Ben Ramsey,贾斯汀·查特文,詹姆斯·马斯特斯,杰米·钟,"['动作', '科幻', '惊悚', '奇幻', '冒险']",85 分钟,2009,美国 / 香港 / 英国, 英语 / 日语 / 印地语,3.7
713,暗杀游戏 Мафия: Игра на выживание,萨里·奥德赛耶,安德烈·加夫里洛夫,瓦蒂姆·提萨拉提,维奥莱塔·吉特孟斯塔雅,韦尼亚明·斯梅霍夫,"['动作', '科幻', '惊悚']",100分钟(俄罗斯),2016,俄罗斯, 俄语 / 英语,3.7
714,鲨卷风 Sharknado,安东尼·C·费兰特,杉德·莱文,伊恩·齐林,塔拉·雷德,卡茜·瑟波,"['喜剧', '科幻', '恐怖']",86分钟,2013,美国, 英语,3.7
715,时间的皱折 A Wrinkle in Time,艾娃·德约列,珍妮弗·李,斯托姆·瑞德,奥普拉·温弗瑞,瑞茜·威瑟斯彭,"['科幻', '奇幻', '冒险']",109分钟,2018,美国, 英语,3.7
716,入侵脑细胞2 The Cell 2,Tim Iacofano,Alex Barder,苔丝·圣地亚哥,克里斯·布鲁诺,弗兰克·威利,"['科幻', '惊悚', '恐怖']",94分钟,2009,美国, 英语,3.7
717,X战警：逆转未来 X-Men: Days of Future Past,布莱恩·辛格,西蒙·金伯格,休·杰克曼,詹姆斯·麦卡沃伊,迈克尔·法斯宾德,"['动作', '科幻', '冒险']",131分钟(美国),2014,美国 / 英国, 英语 / 越南语 / 法语,8.2
718,第九区 District 9,尼尔·布洛姆坎普,尼尔·布洛姆坎普,沙尔托·科普雷,詹森·库伯,娜塔莉·博尔特,"['剧情', '动作', '科幻', '惊悚']",112分钟,2009,美国 / 新西兰 / 加拿大 / 南非, 英语 / 尼扬贾语 / 南非荷兰语 / 祖鲁语 / 科萨语 / 塞索托语,8.2
719,X战警：第一战 X-Men: First Class,马修·沃恩,简·古德曼,詹姆斯·麦卡沃伊,迈克尔·法斯宾德,詹纽瑞·琼斯,"['剧情', '动作', '科幻']",132分钟,2011,美国 / 英国, 英语 / 德语 / 法语 / 西班牙语 / 俄语,8.2
720,铁甲钢拳 Real Steel,肖恩·利维,丹·吉尔罗伊,休·杰克曼,达科塔·高尤,凯文·杜兰,"['剧情', '动作', '科幻', '运动']",127分钟,2011,美国 / 印度, 英语,8.2
721,无姓之人 Mr. Nobody,雅克·范·多梅尔,雅克·范·多梅尔,杰瑞德·莱托,萨拉·波莉,黛安·克鲁格,"['剧情', '爱情', '科幻', '奇幻']",141分钟,2009,加拿大 / 比利时 / 法国 / 德国, 英语,8.2
722,最终幻想7：圣子降临 ファイナルファンタジーVII アドベントチルドレン,野村哲也,野岛一成,樱井孝宏,伊藤步,森久保祥太郎,"['动作', '科幻', '动画', '惊悚']",101 分钟,2005,日本, 日语 / 英语,8.2
723,大都会 メトロポリス,林太郎,大友克洋,井元由香,小林桂,冈田浩晖,"['科幻', '动画', '冒险']",108 分钟,2001,日本, 英语 / 法语 / 德语 / 意大利语 / 西班牙语 / 日语 / 俄语,8.2
724,闪电奇迹 Powder,维克多·萨尔瓦,维克多·萨尔瓦,玛丽·斯汀伯根,肖恩·派特里克·弗兰纳里,兰斯·亨利克森,"['剧情', '科幻', '悬疑', '惊悚', '奇幻']",111 分钟,1995,美国, 英语,8.2
725,机动警察剧场版1 機動警察パトレイバー the Movie,押井守,伊藤和典,千叶繁,古川登志夫,林原惠美,"['剧情', '动作', '科幻', '动画', '犯罪']",100分钟,1989,日本, 英语 / 日语,8.2
726,变形金刚大电影 The Transformers: The Movie,尼尔森·申,Ron Friedman,彼特·库伦,伦纳德·尼莫伊,弗兰克·维尔克,"['动作', '科幻', '动画', '冒险']",84分钟,1986,美国 / 日本, 英语 / 日语,8.2
727,星际宝贝史迪奇 Stitch! The Movie,托尼·克莱格,罗伯茨·甘纳韦,黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔,"['喜剧', '科幻', '动画', '家庭', '冒险']",60分钟,2003,美国, 英语,8.2
728,机器人嘉年华 ロボットカーニバル,大友克洋,森次晃嗣,森次晃嗣,Yayoi Maki,Keiko Hanagata,"['科幻', '动画']",93分钟,1987,日本, 日语,8.2
729,飞出个未来大电影4：绿色狂想 Futurama: Into the Wild Green Yonder,皮特·阿凡季诺,马特·格罗宁,比利·维斯特,凯特蕾·萨加尔,约翰·迪·玛吉欧,"['喜剧', '科幻', '动画']",89 分钟(DVD version),2009,美国, 英语,8.2
730,蝙蝠侠超人大电影-最佳搭档 The Batman Superman Movie: World's Finest,Toshihiko Masuda,Stan Berkowitz,蒂姆·达利,达娜·德拉尼,凯文·康瑞,"['科幻', '动画', '犯罪']",64分钟,1997,美国, 英语,8.2
731,化身博士 Dr. Jekyll and Mr. Hyde,鲁本·马莫利安,Percy Heath,弗雷德里克·马奇,米利亚姆·霍普金斯,罗丝·霍巴德,"['剧情', '科幻', '恐怖']",98 分钟,1931,美国, 英语,8.2
732,奈克瑟斯奥特曼剧场版 Ultraman The Movie,Kazuya Konaka,长谷川圭一,Tetsuya Bessho,Kyôko Toyama,Kenya Osumi,"['剧情', '动作', '科幻', '奇幻']",Japan: 97 分钟,2004,日本, 日语,8.2
733,小王子 The Little Prince,斯坦利·多南,艾伦·杰伊·勒纳 Alan Jay Lerner,理查德·基利,鲍勃·福斯,Steven Warner,"['科幻', '歌舞']",88 分钟,1974,英国 / 美国, 英语,8.2
734,X战警：天启 X-Men: Apocalypse,布莱恩·辛格,布莱恩·辛格,詹姆斯·麦卡沃伊,迈克尔·法斯宾德,詹妮弗·劳伦斯,"['动作', '科幻', '奇幻', '冒险']",144分钟,2016,美国, 英语 / 德语 / 阿拉伯语 / 波兰语 / 古埃及语,7.7
735,蜘蛛侠 Spider-Man,山姆·雷米,大卫·凯普,托比·马奎尔,威廉·达福,克斯汀·邓斯特,"['动作', '科幻', '冒险']",121 分钟,2002,美国, 英语,7.7
736,X战警 X-Men,布莱恩·辛格,大卫·海特,休·杰克曼,帕特里克·斯图尔特,伊恩·麦克莱恩,"['动作', '科幻']",104 分钟,2000,美国 / 加拿大, 英语,7.7
737,生化危机2：启示录 Resident Evil: Apocalypse,亚历山大·维特,保罗·安德森,米拉·乔沃维奇,西耶娜·盖尔利,奥德·菲尔,"['动作', '科幻', '恐怖']",94分钟,2004,英国 / 加拿大, 英语,7.7
738,别让我走 Never Let Me Go,马克·罗曼尼克,石黑一雄,凯瑞·穆里根,安德鲁·加菲尔德,伊兹·米克尔-斯莫,"['剧情', '爱情', '科幻']",103分钟,2010,英国 / 美国, 英语,7.7
739,世界末日 Armageddon,迈克尔·贝,J·J·艾布拉姆斯,布鲁斯·威利斯,本·阿弗莱克,丽芙·泰勒,"['科幻', '灾难']",151分钟,1998,美国, 英语 / 俄语,7.7
740,时空线索 Deja Vu,托尼·斯科特,Bill Marsilii,丹泽尔·华盛顿,宝拉·巴顿,方·基默,"['动作', '科幻', '惊悚']",126 分钟,2006,美国 / 英国, 英语,7.7
741,I型起源 I Origins,迈克·卡希尔,迈克·卡希尔,迈克尔·皮特,史蒂文·元,阿斯特丽德·伯格斯-弗瑞斯贝,"['剧情', '科幻']",106分钟,2014,美国, 英语 / 印地语,7.7
742,全面回忆 Total Recall,保罗·范霍文,菲利普·迪克,阿诺·施瓦辛格,雷切尔·蒂科汀,莎朗·斯通,"['动作', '科幻', '惊悚', '冒险']",113分钟,1990,美国, 英语,7.7
743,蒸汽男孩 スチームボーイ,大友克洋,大友克洋,铃木杏,小西真奈美,中村贺津雄,"['科幻', '动画', '冒险']",126 分钟,2004,日本, 日语,7.7
744,一九八四 Nineteen Eighty-Four,迈克尔·莱德福,迈克尔·莱德福,约翰·赫特,理查德·伯顿,苏珊娜·汉密尔顿,"['剧情', '爱情', '科幻', '惊悚']",113分钟,1984,英国, 英语,7.7
745,星际旅行2：可汗怒吼 Star Trek II: The Wrath of Khan,尼古拉斯·迈耶,杰克·B·索厄德斯,威廉·夏特纳,伦纳德·尼莫伊,德福雷斯特·凯利,"['动作', '科幻', '惊悚', '冒险']",113 分钟,1982,美国, 英语,7.7
746,星球大战：克隆战争 Star Wars: The Clone Wars,Dave Filoni,Henry Gilroy,马特·兰特尔,艾什莉·埃克斯坦,詹姆斯·阿诺德·泰勒,"['动作', '科幻', '动画', '冒险']",98 分钟,2008,美国, 英语,7.7
747,正义联盟：神魔之战 Justice League: Gods and Monsters,Sam Liu,艾伦·伯内特,詹森·艾萨克,迈克尔·C·豪尔,塔玛拉·泰勒,"['动作', '科幻', '动画']",76分钟,2015,美国, 英语,7.7
748,"阿尔法城 Alphaville, une étrange aventure de Lemmy Caution",让-吕克·戈达尔,让-吕克·戈达尔,埃迪·康斯坦丁,安娜·卡里娜,阿基姆·坦米罗夫,"['剧情', '科幻', '悬疑']",99 分钟,1965,法国 / 意大利, 法语,7.7
749,警察智斗外星人 Le Gendarme et les extra-terrestres,让·吉罗,雅克·维尔弗里德,路易·德·菲奈斯,米歇尔·加拉布吕,莫里斯里什,"['喜剧', '科幻', '犯罪']",96 分钟,1979,法国, 法语 / 英语,7.7
750,地心游记 Journey to the Center of the Earth,亨利·莱文,查尔斯·布拉克特,帕特·布恩,詹姆斯·梅森,阿琳·达尔,"['动作', '科幻', '冒险']",132 分钟,1959,美国, 英语 / 冰岛语 / 法语 / 意大利语 / 俄语,7.7
751,魔表,徐耿,张之路,张嘉译,金珈,于德先,"['科幻', '儿童']",89分钟,1990,中国大陆, 汉语普通话,7.7
752,科学怪人的新娘 Bride of Frankenstein,詹姆斯·惠尔,威廉·赫尔伯特,波利斯·卡洛夫,科林·克利夫,瓦莱莉娅·霍布森,"['科幻', '恐怖']",75 分钟,1935,美国, 英语,7.7
753,解剖外星人 Alien Autopsy,Jonny Campbell,William Davies,德科兰·当纳利,Anthony McPartlin,比尔·普尔曼,"['喜剧', '科幻']",95 分钟,2006,德国 / 英国, 英语,7.4
754,十二点零一分 12:01,Jack Sholder,Jonathan Heap,乔纳森·斯沃曼,海伦·斯雷特,Nicolas Surovy,"['喜剧', '爱情', '科幻', '惊悚']",92分钟,1993,美国, 英语,7.4
755,铁幕性史 Seksmisja,尤利尤斯·马胡尔斯基,尤利尤斯·马胡尔斯基,维斯瓦夫·米赫尼科夫斯基,杰基·斯图尔,奥尔基尔德·鲁卡斯瑟维克茨,"['喜剧', '科幻', '冒险']",120分钟(德国),1984,波兰, 波兰语,7.4
756,"海底两万里 20,000 Leagues Under the Sea",理查德·弗莱彻,厄尔·菲尔顿,柯克·道格拉斯,詹姆斯·梅森,保罗·卢卡斯,"['剧情', '科幻', '家庭', '冒险']",127 分钟,1954,美国, 英语,7.4
757,拯救地球！ 지구를 지켜라!, 张俊焕, 张俊焕,申河均,白润植,黄贞敏,"['喜剧', '科幻']",118分钟,2003,韩国, 韩语,7.4
758,笃定发生 Things to Come,威廉·卡梅伦·孟席斯,赫伯特·乔治·威尔斯,雷蒙德·马西,爱德华·查普曼,拉尔夫·理查德森,"['剧情', '科幻', '战争']",100 分钟,1936,英国, 英语,7.4
759,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,乔斯·韦登,乔斯·韦登,小罗伯特·唐尼,克里斯·海姆斯沃斯,马克·鲁弗洛,"['动作', '科幻', '奇幻', '冒险']",142分钟,2015,美国, 英语 / 韩语,7.3
760,蚁人2：黄蜂女现身 Ant-Man and the Wasp,佩顿·里德,克里斯·麦克纳,保罗·路德,伊万杰琳·莉莉,迈克尔·佩纳,"['动作', '科幻', '冒险']",118分钟,2018,美国, 英语,7.3
761,死侍2：我爱我家 Deadpool 2,大卫·雷奇,瑞特·里斯,瑞恩·雷诺兹,乔什·布洛林,朱利安·迪尼森,"['喜剧', '动作', '科幻', '冒险']",119分钟,2018,美国, 英语,7.3
762,普罗米修斯 Prometheus,雷德利·斯科特,达蒙·林德洛夫,劳米·拉佩斯,迈克尔·法斯宾德,查理兹·塞隆,"['科幻', '惊悚', '冒险']",124分钟(美国),2012,美国 / 英国, 英语 / 苏格兰盖尔语,7.3
763,超凡蜘蛛侠 The Amazing Spider-Man,马克·韦布,史蒂夫·迪特寇,安德鲁·加菲尔德,艾玛·斯通,瑞斯·伊凡斯,"['动作', '科幻', '冒险']",136分钟(美国/中国大陆),2012,美国, 英语,7.3
764,饥饿游戏2：星火燎原 The Hunger Games: Catching Fire,弗朗西斯·劳伦斯,西蒙·博福伊,詹妮弗·劳伦斯,乔什·哈切森,利亚姆·海姆斯沃斯,"['动作', '科幻', '冒险']",146分钟,2013,美国, 英语,7.3
765,星球大战外传：侠盗一号 Rogue One: A Star Wars Story,加里斯·爱德华斯,克里斯·韦兹,菲丽希缇·琼斯,迭戈·卢纳,甄子丹,"['动作', '科幻', '冒险']",134分钟,2016,美国, 英语,7.3
766,汉江怪物 괴물,奉俊昊,奉俊昊,宋康昊,朴海日,裴斗娜,"['剧情', '科幻', '惊悚', '灾难']",120分钟,2006,韩国, 英语 / 韩语,7.3
767,特种部队：眼镜蛇的崛起 G.I. Joe: The Rise of Cobra,斯蒂芬·索莫斯,斯图尔特·贝亚蒂耶,查宁·塔图姆,西耶娜·米勒,约瑟夫·高登-莱维特,"['动作', '科幻', '惊悚', '冒险']",118 分钟,2009,美国 / 捷克, 英语 / 日语 / 法语 / 苏格兰盖尔语,7.3
768,超能查派 Chappie,尼尔·布洛姆坎普,尼尔·布洛姆坎普,休·杰克曼,西格妮·韦弗,沙尔托·科普雷,"['动作', '科幻', '惊悚']",119分钟(中国大陆),2015,美国 / 墨西哥 / 南非, 英语,7.3
769,死亡幻觉 Donnie Darko,理查德·凯利,理查德·凯利,杰克·吉伦哈尔,霍尔姆斯·奥斯本,玛吉·吉伦哈尔,"['科幻', '惊悚']",113 分钟,2001,美国, 英语,7.3
770,科洛弗档案 Cloverfield,马特·里夫斯,德鲁·高达,丽兹·卡潘,杰西卡·卢卡斯,T·J·米勒,"['科幻', '惊悚', '灾难']",85 分钟,2008,美国, 英语 / 俄语,7.3
771,疯狂外星人 Home,蒂姆·约翰逊,汤姆·J·阿瑟尔,吉姆·帕森斯,蕾哈娜,史蒂夫·马丁,"['喜剧', '科幻', '动画', '冒险']",94分钟,2015,美国, 英语,7.3
772,惊奇队长 Captain Marvel,安娜·波顿,安娜·波顿,布丽·拉尔森,裘德·洛,塞缪尔·杰克逊,"['动作', '科幻', '冒险']",124分钟,2019,美国, 英语,7.0
773,超人：钢铁之躯 Man of Steel,扎克·施奈德,大卫·S·高耶,亨利·卡维尔,艾米·亚当斯,迈克尔·珊农,"['动作', '科幻', '冒险']",143分钟,2013,美国 / 英国, 英语,7.0
774,星际特工：千星之城 Valérian and the City of a Thousand Planets,吕克·贝松,吕克·贝松,戴恩·德哈恩,卡拉·迪瓦伊,克里夫·欧文,"['动作', '科幻', '冒险']",137分钟,2017,法国, 英语 / 法语,7.0
775,全面回忆 Total Recall,伦·怀斯曼,马克·鲍姆贝克,科林·法瑞尔,凯特·贝金赛尔,杰西卡·贝尔,"['动作', '科幻', '惊悚', '冒险']",118分钟,2012,美国 / 加拿大, 英语,7.0
776,哥斯拉 Godzilla,罗兰·艾默里奇,迪安·德夫林,马修·布罗德里克,让·雷诺,玛丽亚·皮提罗,"['动作', '科幻', '冒险', '灾难']",139 分钟,1998,美国 / 日本, 英语 / 法语 / 日语 / 俄语 / 西班牙语,7.0
777,心慌方·零 Cube Zero,厄尼·巴巴拉什,厄尼·巴巴拉什,扎卡里·贝内特,David Huband,史蒂芬·穆尔,"['剧情', '科幻', '恐怖']",97分钟,2004,加拿大, 英语 / 法语,7.0
778,猎杀星期一 What Happened to Monday?,托米·维尔科拉,麦克斯·博特金,劳米·拉佩斯,格伦·克洛斯,威廉·达福,"['科幻', '惊悚']",123分钟,2017,英国 / 美国 / 法国 / 比利时, 英语,7.0
779,诡丝 詭絲,苏照彬,苏照彬,张震,林嘉欣,江口洋介,"['剧情', '科幻', '悬疑', '惊悚', '恐怖']",108 分钟,2006,台湾, 英语 / 日语 / 汉语普通话 / 闽南语,7.0
780,天降奇兵 The League of Extraordinary Gentlemen,斯蒂芬·诺林顿,詹姆斯·罗宾逊,肖恩·康纳利,纳萨鲁丁·沙,皮塔·威尔逊,"['动作', '科幻', '冒险']",110 分钟,2003,美国 / 德国 / 捷克 / 英国, 英语 / 德语 / 意大利语,7.0
781,珍爱泉源 The Fountain,达伦·阿伦诺夫斯基,达伦·阿伦诺夫斯基,休·杰克曼,蕾切尔·薇兹,艾伦·伯斯汀,"['剧情', '科幻']",96分钟,2006,美国 / 加拿大, 英语 / 玛雅语,7.0
782,图书馆战争 図書館戦争,佐藤信介,野木亚纪子,冈田准一,荣仓奈奈,田中圭,"['剧情', '动作', '科幻']",128分钟,2013,日本, 日语,7.0
783,西部世界 Westworld,迈克尔·克莱顿,迈克尔·克莱顿,尤·伯连纳,理查德·本杰明,詹姆斯·布洛林,"['科幻', '惊悚', '西部']",88 分钟,1973,美国, 英语,7.0
784,泰若星球 Terra,阿瑞斯特曼尼斯·瑟巴斯,埃文·斯彼里奥托普洛斯,埃文·蕾切尔·伍德,贾斯汀·朗,卢克·威尔逊,"['动作', '科幻', '动画', '冒险']",85分钟,2007,美国, 英语,7.0
785,"亲爱的，我把孩子放大了 Honey, I Blew Up the Kid",兰德尔·克莱泽,布莱恩·尤兹纳,里克·莫拉尼斯,玛西亚·斯特拉斯曼,罗伯特·奥利维里,"['喜剧', '科幻', '家庭', '冒险']",89 分钟,1992,美国, 英语,7.0
786,丧尸出笼 Day of the Dead,乔治·A·罗梅罗,乔治·A·罗梅罗,Lori Cardille,特瑞·亚历山大,约瑟夫·佩拉图,"['科幻', '恐怖']",102 分钟,1985,美国, 英语,7.0
787,活死人归来3 Return of the Living Dead III,布莱恩·尤兹纳,约翰·彭尼,Kent McCord,James T. Callahan,莎拉·道格拉斯 Sarah Douglas,"['爱情', '科幻', '恐怖']",97 分钟,1993,美国, 英语 / 西班牙语,7.0
788,圣徒 The Saint,菲利普·诺伊斯,乔纳森·汉斯雷,方·基默,伊丽莎白·苏,拉德·舍博德兹加,"['动作', '爱情', '科幻', '惊悚']",116分钟,1997,美国, 英语 / 俄语,7.0
789,追讨者 Repo Man,亚力克斯·考克斯,亚力克斯·考克斯,哈利·戴恩·斯坦通,Emilio Estevez,Tracey Walter,"['喜剧', '动作', '科幻']",92 分钟,1984,美国, 英语,7.0
790,空前绝后满天飞2：瞒天过海飞飞飞 Airplane II: The Sequel,肯·芬克尔曼,肯·芬克尔曼,朱丽·哈基提,罗伯特·海斯,劳埃德·布里吉斯,"['喜剧', '爱情', '科幻']",85 分钟,1982,美国, 英语,7.0
