,a,c,e,g,i,k,l,m,n,o,p,q
3450,从天“儿”降,魏楠,李茜,陈学冬,张艺兴,姜雯,['喜剧'],99分钟,2015,中国大陆, 汉语普通话,3.6
3451,新乌龙院之笑闹江湖,朱延平,张耀升,王宁,孔连顺,王智,"['剧情', '喜剧', '动作']",103分钟,2018,中国大陆, 汉语普通话,3.6
3452,卧底巨星,谷德昭,谷德昭,陈奕迅,李荣浩,李一桐,"['喜剧', '动作']",98分钟,2018,中国大陆 / 香港, 汉语普通话,3.6
3453,再爱一次好不好,征长张,孙夜晓,贺刚,刘冬,赵露,"['喜剧', '爱情']",94分钟,2014,中国大陆, 汉语普通话,3.6
3454,我的播音系女友,程中豪,王凯,汪东城,戚薇,邱晔,"['喜剧', '爱情']",96分钟,2014,中国大陆, 汉语普通话,3.6
3455,小魔星 Arachnophobia,弗兰克·马歇尔,Al Williams,杰夫·丹尼尔斯,Harley Jane Kozak,约翰·古德曼,"['喜剧', '科幻', '惊悚', '恐怖']",103 分钟,1990,美国, 英语,7.3
3456,"异想天开大逃亡 What Did You Do in the War, Daddy?",布莱克·爱德华兹,威廉·皮特·布拉蒂,詹姆斯·柯本,迪克·肖恩,赛尔乔·凡托尼,"['喜剧', '战争']",116 分钟,1966,美国, 英语 / 德语 / 意大利语,7.3
3457,六月虫 Junebug,Phil Morrison,Angus MacLachlan,艾伯丝·戴维兹,David Kuhn,亚历桑德罗·尼沃拉,"['剧情', '喜剧', '家庭']",106分钟,2005,美国, 英语,7.3
3458,追踪再现 Don,法尔汉·阿赫塔尔,Salim Khan,Shahrukh Khan,Priyanka Chopra,Arjun Rampal,"['喜剧', '动作', '爱情', '悬疑', '惊悚', '犯罪']",USA: 171 分钟,2006,印度, 北印度语,7.3
3459,寻找西瓜女 The Watermelon Woman,谢丽尔·邓耶,谢丽尔·邓耶,谢丽尔·邓耶,吉娜薇·特纳,Valarie Walker,"['喜剧', '同性']",90 分钟,1996,美国, 英语,7.3
3460,亚当变奏曲 Männerherzen,Simon Verhoeven,西蒙·范霍文,Til Schweiger,Christian Ulmen,Nadja Uhl,['喜剧'],Germany: 107 分钟,2009,德国, 德语,7.3
3461,笑着回家,李天仁,李天仁,梁智强,阿牛,李国煌,"['喜剧', '家庭']",92分钟,2011,新加坡 / 马来西亚, 英语 / 汉语普通话 / 粤语,7.3
3462,我在政府部门的日子,梁智强,Sek Yieng Bon,范文芳,葛米星,林益民,"['剧情', '喜剧', '奇幻']",95分钟,2007,新加坡, 汉语普通话 / 英语 / Hokkien / Malay / Tamil,7.3
3463,王牌保镖 The Hitman's Bodyguard,帕特里克·休斯,汤姆·奥康纳,瑞恩·雷诺兹,塞缪尔·杰克逊,加里·奥德曼,"['喜剧', '动作', '犯罪']",118分钟,2017,美国 / 香港 / 保加利亚 / 荷兰, 英语 / 俄语 / 法语 / 日语 / 意大利语 / 荷兰语 / 西班牙语,7.2
3464,色即是空 색즉시공,尹齐均,尹齐均,任昌丁,河智苑,崔成国,"['喜剧', '爱情', '情色']",96分钟,2002,韩国, 韩语,7.2
3465,蓝精灵 The Smurfs,拉加·高斯内尔,J·大卫·斯提姆,尼尔·帕特里克·哈里斯,杰玛·梅斯,汉克·阿扎利亚,"['喜剧', '动画', '奇幻']",103分钟,2011,美国 / 比利时, 英语,7.2
3466,BJ单身日记2：理性边缘 Bridget Jones: The Edge of Reason,比班·基德龙,亚当·布鲁克斯,蕾妮·齐薇格,科林·费尔斯,休·格兰特,"['喜剧', '爱情']",108 分钟,2004,英国 / 法国 / 德国 / 爱尔兰 / 美国, 英语 / 德语,7.2
3467,济公 濟公,程小东,邵丽琼,周星驰,张曼玉,吴孟达,['喜剧'],89分钟,1993,香港, 粤语,7.2
3468,翻滚吧！阿信 翻滾吧！阿信,林育贤,林育贤,彭于晏,林辰唏,陈汉典,"['剧情', '喜剧', '运动']",130分钟,2011,台湾, 汉语普通话 / 闽南语 Hokkien,7.2
3469,歌舞青春2 High School Musical 2,肯尼·奥特加,Peter Barsocchini,扎克·埃夫隆,凡妮莎·哈金斯,阿什丽·提斯代尔,"['剧情', '喜剧', '家庭']",104分钟,2007,美国, 英语,7.2
3470,随波逐流 Just Go with It,丹尼斯·杜根,阿兰·里布,亚当·桑德勒,詹妮弗·安妮斯顿,妮可·基德曼,"['喜剧', '爱情']",117分钟,2011,美国, 英语,7.2
3471,我左眼见到鬼,杜琪峰,韦家辉,郑秀文,刘青云,应采儿,"['喜剧', '爱情', '恐怖', '家庭']",98分钟,2002,香港, 粤语,7.2
3472,公牛历险记 Ferdinand,卡洛斯·沙尔丹哈,罗伯特·L·贝尔德,约翰·塞纳,凯特·麦克金农,莉莉·戴,"['喜剧', '动画', '冒险']",108分钟,2017,美国, 英语,7.2
3473,第二次爱你,爱迪生,爱迪生,杨博,刘乐乐,钟一凡,"['喜剧', '爱情', '奇幻']",120分钟,2015,中国大陆, 汉语普通话,7.0
3474,羞羞的铁拳,宋阳,张吃鱼,艾伦,马丽,沈腾,"['喜剧', '奇幻']",100分钟,2017,中国大陆, 汉语普通话,6.9
3475,超时空同居,苏伦,苏伦,雷佳音,佟丽娅,张衣,"['喜剧', '爱情', '奇幻']",101分钟,2018,中国大陆, 汉语普通话,6.9
3476,王牌特工2：黄金圈 Kingsman: The Golden Circle,马修·沃恩,简·古德曼,塔伦·埃格顿,科林·费尔斯,马克·斯特朗,"['喜剧', '动作', '冒险']",141分钟,2017,英国 / 美国, 英语 / 意大利语 / 瑞典语,6.9
3477,快把我哥带走,郑芬芬,赵越,张子枫,彭昱畅,赵今麦,"['喜剧', '奇幻']",115分钟,2018,中国大陆, 汉语普通话,6.9
3478,博物馆奇妙夜2 Night at the Museum: Battle of the Smithsonian,肖恩·利维,罗伯特·本·加兰特,本·斯蒂勒,艾米·亚当斯,欧文·威尔逊,"['喜剧', '动作', '奇幻', '冒险']",105 分钟,2009,美国 / 加拿大, 英语 / 阿拉伯语 / 法语,6.9
3479,公主日记2 The Princess Diaries 2: Royal Engagement,盖瑞·马歇尔,珊达·莱梅斯,安妮·海瑟薇,朱莉·安德鲁斯,克里斯·派恩,"['喜剧', '爱情', '家庭']",113 分钟,2004,美国, 英语 / 希腊语 / 法语 / 西班牙语,6.9
3480,九条命 Nine Lives,巴里·索南菲尔德,丹尼尔·安东尼亚兹,凯文·史派西,詹妮弗·加纳,玛丽娜·维丝曼,"['喜剧', '家庭', '奇幻']",87分钟,2016,法国 / 中国大陆, 英语,6.9
3481,算死草,马伟豪,马伟豪,周星驰,葛民辉,莫文蔚,"['剧情', '喜剧']",85 分钟,1997,香港, 粤语 / 英语,6.9
3482,伴娘 Bridesmaids,保罗·费格,克里斯汀·韦格,克里斯汀·韦格,玛娅·鲁道夫,萝丝·拜恩,['喜剧'],125分钟,2011,美国, 英语,6.9
3483,美味情缘 No Reservations,斯科特·希克斯,卡萝·富克斯,凯瑟琳·泽塔-琼斯,艾伦·艾克哈特,阿比盖尔·布蕾斯琳,"['剧情', '喜剧', '爱情']",104分钟,2007,美国 / 澳大利亚, 英语,6.9
3484,惊声尖笑 Scary Movie,基伦·埃弗瑞·韦恩斯,肖恩·韦恩斯,安娜·法瑞丝,乔·阿布拉汉姆斯,马龙·韦恩斯,['喜剧'],88 分钟,2000,美国, 英语,6.9
3485,保姆日记 The Nanny Diaries,莎里·斯宾厄·伯曼,莎里·斯宾厄·伯曼,斯嘉丽·约翰逊,劳拉·琳妮,克里斯·埃文斯,"['剧情', '喜剧', '爱情']",106 分钟,2007,美国, 英语,6.9
3486,无敌幸运星 無敵幸運星,陈友,杜国威,周星驰,吴君如,陈友,"['喜剧', '动作']",90分钟,1990,香港, 粤语,6.9
3487,热血青春 피끓는 청춘,李延宇,李延宇,朴宝英,李钟硕,金英光,"['喜剧', '爱情']",121分钟,2014,韩国, 韩语,6.9
3488,女男变错身 It's a Boy Girl Thing,尼克·赫伦,Geoff Deane,萨米拉·阿姆斯特朗,凯文·席格斯,埃米丽·汉普希尔,"['喜剧', '爱情']",95分钟,2006,美国 / 英国 / 加拿大, 英语,6.9
3489,新抢钱夫妻 Fun with Dick and Jane,迪恩·帕里索特,贾德·阿帕图,金·凯瑞,蒂娅·里欧妮,亚历克·鲍德温,"['喜剧', '犯罪']",90 分钟,2005,美国, 英语 / 西班牙语,6.9
3490,黄飞鸿之铁鸡斗蜈蚣 黃飛鴻之鐵雞鬥蜈蚣,王晶,王晶,李连杰,陈百祥,袁咏仪,"['喜剧', '动作', '历史', '武侠']",111分钟,1993,香港, 粤语,6.9
3491,的士速递4 Taxi 4,热拉尔·克瓦兹克,吕克·贝松,萨米·纳塞利,弗雷德里克·迪芬塔尔,Bernard Farcy,"['喜剧', '动作', '犯罪']",91 分钟,2007,法国, 法语,6.9
3492,年度最佳学生 Student Of The Year,卡伦·乔哈尔,卡伦·乔哈尔,里希·卡普尔,瓦伦·达瓦,阿莉雅·布哈特,"['喜剧', '爱情']",146分钟,2012,印度 India, 印地语 Hindi,6.7
3493,黑金风暴 Casino Jack,乔治·海肯卢珀,Norman Snider,凯文·史派西,海登·克里斯滕森,类型:,"['剧情', '喜剧', '传记', '犯罪']",103分钟,2010,加拿大, 英语,6.7
3494,小生怕怕,刘家荣,黄百鸣,郑文雅,谭咏麟,姜大卫,"['喜剧', '恐怖']",93分钟,1982,香港, 粤语,6.7
3495,割喉岛 Cutthroat Island,雷尼·哈林,布鲁斯·A·埃文斯,吉娜·戴维斯,马修·莫迪恩,弗兰克·兰格拉,"['喜剧', '动作', '爱情', '家庭', '冒险']",124 分钟,1995,美国 / 法国 / 意大利 / 德国, 英语,6.7
3496,编剧情缘 The Rewrite,马克·劳伦斯,马克·劳伦斯,玛丽莎·托梅,艾莉森·珍妮,休·格兰特,"['喜剧', '爱情']",106分钟,2014,美国, 英语,6.7
3497,林世荣,袁和平,王晶,洪金宝,元彪,樊梅生,"['喜剧', '动作']",108分钟,1979,香港, 粤语,6.7
3498,谋杀快乐 죽어도 해피 엔딩,姜景勋,姜景勋,艺智苑,林元熙,朴努植,"['剧情', '喜剧', '爱情', '悬疑', '犯罪']",94分钟,2007,韩国, 韩语,6.7
3499,幻想之地 Imagine That,凯瑞·柯克帕特里克,艾德·索罗门,艾迪·墨菲,托马斯·哈登·丘奇,雅拉·沙希迪,"['剧情', '喜剧', '家庭', '奇幻']",109分钟,2009,美国 / 德国, 英语,6.7
3500,电话情缘 The Other End of the Line,James Dodson,Tracey Jackson,杰西·麦特卡尔菲,施芮娅·萨兰,拉里·米勒,"['喜剧', '爱情']",USA: 106 分钟,2008,美国, 英语,6.7
3501,啦啦队之舞：女高中生用啦啦队舞蹈征服全美的真实故事 チア☆ダン 女子高生がチアダンスで全米制覇しちゃったホントの話,河合勇人,林民夫,广濑铃,中条彩未,山崎纮菜,"['喜剧', '歌舞']",121分钟,2017,日本, 日语 / 英语,6.7
3502,开心勿语 開心勿語,曾志伟 (Eric Tsang (I)),梅艳芳,梅艳芳,曾志伟,吴君如,"['喜剧', '爱情']",88 分钟,1987,香港, 粤语,6.7
3503,哈啦猛男秀 Deuce Bigalow: Male Gigolo,迈克·米切尔,哈里斯·古德伯格,罗伯·施奈德,阿里加·巴利吉斯,奥德·菲尔,['喜剧'],88 分钟,1999,美国, 英语,6.7
3504,"赤裸朱丽叶 Juliet, Naked",杰西·派瑞兹,吉姆·泰勒,萝丝·拜恩,伊桑·霍克,克里斯·奥多德,"['剧情', '喜剧', '爱情', '音乐']",97分钟,2018,美国, 英语,6.7
3505,土耳其语入门 Türkisch für Anfänger,博拉·达格特肯,博拉·达格特肯,约瑟芬·普罗伊斯,埃利亚斯·穆巴里克,安娜·思迪布里克,"['喜剧', '爱情', '冒险']",105分钟,2012,德国 / 美国, 德语 / 英语,6.7
3506,终极尖兵 The Last Boy Scout,托尼·斯科特,沙恩·布莱克,布鲁斯·威利斯,达蒙·韦恩斯,泰勒·内古龙,"['喜剧', '动作', '悬疑', '惊悚', '犯罪']",105 分钟,1991,美国, 英语,6.7
3507,脸 Visage,蔡明亮,蔡明亮,李康生,莱蒂西娅·卡斯塔,让-皮埃尔·利奥德,"['剧情', '喜剧']",138分钟,2009,法国 / 台湾 / 比利时 / 荷兰, 法语 / 汉语普通话 / 英语,6.7
3508,在我走之前 Just Before I Go,柯特妮·考克斯,David Flebotte,西恩·威廉·斯科特,奥莉薇·瑟尔比,凯特·沃什,"['剧情', '喜剧', '家庭']",95分钟,2014,美国, 英语,6.7
3509,巴黎假期 Paris - When It Sizzles,理查德·奎因,陀思妥耶夫斯基,奥黛丽·赫本,威廉·霍尔登,类型:,"['喜剧', '爱情']",110 分钟,1964,美国, 英语,6.7
3510,狂鼠 Wilde Maus,约瑟夫·哈德,约瑟夫·哈德,约瑟夫·哈德,皮娅·希尔泽伽,耶尔格·哈特曼,"['剧情', '喜剧', '犯罪']",103分钟,2017,奥地利 / 德国, 德语 / 意大利语 / 英语,6.7
3511,重返初遇之夜 When We First Met,阿里·桑德尔,约翰·惠廷顿,亚当·德维尼,亚历珊德拉·达达里奥,雪莱·亨尼格,"['喜剧', '爱情', '奇幻']",97分钟,2018,美国, 英语,6.4
3512,速度与激情之A2狂飙 Autobahnraser,迈克尔·库奇,Robert Kulzer,Luke Wilkins,Alexandra Neldel,Kristian Kiehling,"['喜剧', '动作']",France: 87 分钟,2004,德国 / 卢森堡, 德语 / 俄语 / 英语,6.4
3513,机Boy小子之真假威龙 機Boy小子之真假威龍,陈嘉上,陈建忠,关之琳,刘德华,郭富城,"['喜剧', '动作']",98分钟,1992,香港, 粤语,6.4
3514,国家保安 National Security,丹尼斯·杜根,David Ronn,埃里克·罗伯茨,马丁·劳伦斯,史蒂夫·茨恩,"['喜剧', '动作', '惊悚', '犯罪']",88 分钟,2003,美国, 英语,6.4
3515,福星闯江湖 福星闖江湖,冯淬帆,王晶,吴耀汉,曾志伟,冯淬帆,['喜剧'],95 分钟,1989,香港, 粤语,6.4
3516,婚礼上的玛戈特 Margot at the Wedding,诺亚·鲍姆巴赫,诺亚·鲍姆巴赫,妮可·基德曼,杰克·布莱克,弗劳拉·克罗斯,"['剧情', '喜剧']",93 分钟,2007,美国, 英语,6.4
3517,一周不死，全额退款 Dead in a Week: Or Your Money Back,汤姆·埃德蒙兹,汤姆·埃德蒙兹,克里斯托弗·埃克莱斯顿,阿奈林·巴纳德,弗雷娅·梅弗,"['剧情', '喜剧', '动作']",90分钟,2018,英国, 英语,6.4
3518,小鬼神偷 Catch That Kid,巴特·弗伦德里希,迈克尔·布拉德特,克里斯汀·斯图尔特,科宾·布鲁,麦克斯·泰瑞奥,"['喜剧', '动作', '家庭', '犯罪', '冒险']",91 分钟,2004,美国 / 德国, 英语,6.4
3519,百分百感觉2 百分百感覺2,马伟豪 Joe Ma,马伟豪,陈奕迅 Eason Chan,陈晓东 Daniel Chan Hiu Tung,杨千嬅 Mirian YEUNG,"['喜剧', '爱情']",99分钟,2001,香港, 粤语,6.4
3520,一屋哨牙鬼,曾志伟,陈宝华,曾志伟,林志颖,吴君如,"['喜剧', '恐怖']",85 分钟,1993,香港, 粤语,6.4
3521,欢乐叮当 歡樂叮當,许冠文,许冠文,许冠文,钟楚红,黎小田,"['喜剧', '爱情']",94 分钟,1986,香港, 粤语,6.4
3522,两个头一个大 Dumb and Dumberer: When Harry Met Lloyd,特洛伊·米勒,班内特·耶林,德里克·理查德森,艾瑞克·克里斯蒂安·奥森,尤金·列维,['喜剧'],USA: 85 分钟,2003,美国, 英语,6.4
3523,因为爱 사랑하기 때문에,朱志洪,黄成杰,车太贤,金裕贞,成东日,"['喜剧', '爱情']",110分钟,2017,韩国, 韩语,6.4
3524,妖魔大闹唐人街 Big Trouble in Little China,约翰·卡朋特,Gary Goldman,库尔特·拉塞尔,金·凯特罗尔,丹尼斯·邓恩,"['喜剧', '动作', '爱情', '奇幻', '冒险']",99 分钟,1986,美国, 英语 / 粤语,6.4
3525,结婚纪念日 The Wedding Date,克莱尔·基尔纳,Dana Fox,黛博拉·梅辛,德蒙特·莫罗尼,艾米·亚当斯,"['喜剧', '爱情']",90 分钟,2005,美国, 英语,6.4
3526,爸爸喜欢女人 아빠가 여자를 좋아해,李光宰,千成日,李娜英,金知硕,类型:,"['喜剧', '爱情']",South Korea: 113 分钟,2010,韩国, 韩语,6.4
3527,美国梦 American Dreamz,克里斯·韦兹,克里斯·韦兹,休·格兰特,丹尼斯·奎德,曼迪·摩尔,"['喜剧', '音乐']",107 分钟,2006,美国, 英语,6.4
3528,熟男要结婚 Scusa ma ti voglio sposare,Federico Moccia,Chiara Barzini,Raoul Bova ... Alessandro 'Alex' Belli,Michela Quattrociocche ... Niki,Ignazio Oliva,"['剧情', '喜剧', '爱情']",104分钟,2010,意大利, 意大利语,6.4
3529,甜蜜杀机 甜蜜殺機,连奕琦,于尚民,苏有朋,林依晨,吴中天,"['喜剧', '爱情', '犯罪']",101分钟(中国大陆),2014,台湾, 汉语普通话,6.0
3530,青春舞会皇后 Confessions of a Teenage Drama Queen,萨拉·舒格曼,Dyan Sheldon,琳赛·洛翰,格伦妮·海德利,卡罗尔·凯恩,"['喜剧', '爱情', '音乐', '家庭']",89 分钟,2004,美国 / 德国, 英语,6.0
3531,前女友们的幽灵 Ghosts of Girlfriends Past,马克·沃特斯,Jon Lucas,马修·麦康纳,詹妮弗·加纳,迈克尔·道格拉斯,"['喜剧', '爱情', '奇幻']",USA: 100 分钟,2009,美国, 英语,6.0
3532,玉女添丁,麦启光,陈咏燊,杨千嬅,陈冠希,黄伟文,['喜剧'],90分钟,2001,香港, 粤语,6.0
3533,戏王之王 戲王之王,陈庆嘉,陈庆嘉,詹瑞文,蔡卓妍,陈辉虹,['喜剧'],120分钟,2007,香港, 粤语,6.0
3534,火鸡总动员 Free Birds,吉米·海沃德,吉米·海沃德,欧文·威尔逊,伍迪·哈里森,艾米·波勒,"['喜剧', '动画', '冒险']",91分钟,2013,美国, 英语,6.0
3535,我的野蛮同学,王晶,王晶,谢霆锋,冯德伦,容祖儿,"['喜剧', '动作']",94 分钟,2001,香港, 粤语,6.0
3536,超级魔术师 The Incredible Burt Wonderstone,唐·斯卡尔蒂诺,约翰·弗朗西斯·戴利,史蒂夫·卡瑞尔,金·凯瑞,史蒂夫·布西密,['喜剧'],100分钟,2013,美国, 英语,6.0
3537,只是朋友 Just Friends,罗杰·昆宝,Adam 'Tex' Davis,瑞恩·雷诺兹,艾米·斯马特,安娜·法瑞丝,"['喜剧', '爱情']",96 分钟,2005,德国 / 美国 / 加拿大, 英语,6.0
3538,国王的全息图 A Hologram for the King,汤姆·提克威,汤姆·提克威,汤姆·汉克斯,亚历山大·布莱克,萨莉塔·乔德霍里,"['剧情', '喜剧']",98分钟,2016,英国 / 法国 / 德国 / 美国, 英语 / 阿拉伯语,6.0
3539,新天师斗僵尸 Fright Night,克雷格·吉勒斯佩,马蒂·诺克森,安东·叶利钦,伊莫琴·普茨,科林·法瑞尔,"['喜剧', '恐怖']",106分钟,2011,美国, 英语,6.0
3540,伴侣度假村 Couples Retreat,彼得·比灵斯雷,乔恩·费儒,杰森·贝特曼,克里斯汀·贝尔,费松·拉夫,['喜剧'],113 分钟,2009,美国, 英语,6.0
3541,情迷大话王 情迷大話王,王晶,王晶,黎明,张柏芝,吴孟达,"['喜剧', '爱情']",102分钟,2001,香港, 粤语,6.0
3542,保姆奇遇记 The Sitter,大卫·戈登·格林,Brian Gatewood,乔纳·希尔,艾莉·葛瑞那,山姆·洛克威尔,['喜剧'],81分钟,2011,美国, 英语,6.0
3543,这个阿爸真爆炸,邱礼涛,田彦二,梁家辉,蔡卓妍,关智斌,['喜剧'],Hong Kong: 99 分钟,2004,香港, 粤语 / 英语,6.0
3544,追爱,刘怡明,管艺,应采儿,佟大为,董璇,"['喜剧', '爱情']",98分钟,2011,中国大陆 / 台湾, 汉语普通话,6.0
3545,班纳路 The Bannen Way,Jesse Warren,杰西·瓦伦,Mark Gantt,Vanessa Marcil,Robert Forster,"['喜剧', '动作', '惊悚']",USA: 93 分钟,2010,美国, 英语,5.5
3546,高中女生要出嫁 여고생 시집가기,Duk-hwan Oh,殷志源,殷志源,林恩京,任成言,['喜剧'],103分钟,2004,韩国, 韩语,5.5
3547,毁灭僵尸 ZMD : Zombies of Mass Destruction,Kevin Hamedani,Kevin Hamedani,Janette Armand,Doug Fahl,Cooper Hopkins,"['喜剧', '恐怖']",USA: 92 分钟,2009,美国, 英语,5.5
3548,限制级100岁 R100,松本人志,松本人志,大地真央,片桐入,前田吟,"['剧情', '喜剧']",100分钟,2013,日本, 日语,5.5
3549,道士下山,陈凯歌,陈凯歌,王宝强,郭富城,张震,"['喜剧', '动作', '奇幻', '古装']",123分钟,2015,中国大陆 / 美国, 汉语普通话,5.4
3550,闺蜜,黄真真,黄真真,陈意涵,薛凯琪,杨子姗,"['喜剧', '爱情']",118分钟,2014,中国大陆, 汉语普通话,5.4
3551,单身男女2 單身男女II,杜琪峰,韦家辉,古天乐,杨千嬅,高圆圆,"['喜剧', '爱情']",113分钟,2014,香港 / 中国大陆, 汉语普通话 / 粤语,5.4
3552,陆垚知马俐,文章,文章,包贝尔,宋佳,朱亚文,"['喜剧', '爱情']",107分钟,2016,中国大陆, 汉语普通话,5.4
3553,家有喜事2009,谷德昭,谷德昭,古天乐,吴君如,黄百鸣,['喜剧'],100分钟,2009,香港, 粤语 / 汉语普通话,5.4
3554,詹妮弗的肉体 Jennifer's Body,卡瑞恩·库萨马,迪亚波罗·科蒂,梅根·福克斯,阿曼达·塞弗里德,约翰尼·西蒙斯,"['喜剧', '恐怖', '奇幻']",102 分钟,2009,美国, 英语,5.4
3555,美丽密令,王晶,王晶,蔡卓妍,吴君如,陆毅,['喜剧'],98分钟,2010,香港 / 中国大陆, 粤语 / 汉语普通话,5.4
3556,喜马拉亚星,韦家辉,韦家辉,郑中基,张柏芝,刘青云,"['剧情', '喜剧']",92分钟,2005,香港, 粤语,5.4
3557,倔强萝卜,田蒙,田蒙,黄渤,黄奕,杜海涛,"['喜剧', '犯罪']",92分钟,2009,中国大陆, 汉语普通话,5.4
3558,双子神偷 雙子神偷,江道海,徐小明,蔡卓妍,钟欣潼,洪金宝,"['喜剧', '动作']",99 分钟,2007,香港, 粤语,5.4
3559,恋爱恐慌症,龙毅,林依晨,林依晨,陈柏霖,李易峰,"['喜剧', '爱情']",91分钟,2011,中国大陆 / 台湾, 汉语普通话,5.4
3560,杀手欧阳盆栽,李丰博,九把刀,萧敬腾,林辰唏,周秀娜,"['剧情', '喜剧', '动作', '爱情']",100分钟,2011,台湾, 汉语普通话,5.4
3561,的士速递5 Taxi 5,弗兰克·盖思堂彼得,弗兰克·盖思堂彼得,弗兰克·盖思堂彼得,马利克·班泽拉,伯纳尔·法西,"['喜剧', '动作', '犯罪']",100分钟(中国大陆),2018,法国, 法语 / 意大利语,5.4
3562,有完没完,王啸坤,杨曼珠,范伟,贾静雯,刘俊昊,"['剧情', '喜剧']",99分钟,2017,中国大陆, 汉语普通话,5.4
3563,宅男总动员,杨子,杨子,钟镇涛,谭耀文,黄又南,"['喜剧', '爱情']",100分钟,2011,中国大陆, 汉语普通话,3.6
3564,我的男男男男朋友,赵崇基,郑东树,汪东城,谢娜,李承炫,"['喜剧', '爱情']",95分钟,2013,中国大陆, 汉语普通话,3.6
3565,土豪520,林爱华,王刚,吴镇宇,姚星彤,马天宇,"['喜剧', '爱情']",102分钟,2015,中国大陆, 汉语普通话,3.6
3566,三月情流感,谢鸣晓,钱海毅,范逸臣,陈洁,徐德亮,"['喜剧', '爱情']",90分钟,2013,中国大陆, 汉语普通话,3.6
3567,致我们终将到来的爱情,郑来志,郑来志,李菲儿,立威廉,黄宥明,"['喜剧', '爱情']",94分钟,2016,中国大陆, 汉语普通话,3.6
3568,光的棍,刘存明,才东亮,陈昊,徐洁儿,周知,"['喜剧', '爱情']",90分钟,2013,中国大陆, 汉语普通话,3.6
3569,斐济99℃爱情,陶生,沈星妤,张佑赫,姚星彤,李茂,"['喜剧', '爱情']",89分钟,2014,中国大陆, 汉语普通话,3.6
3570,武林怪兽,刘伟强,荣超,古天乐,陈学冬,郭碧婷,"['喜剧', '奇幻', '武侠']",104分钟,2018,中国大陆 / 香港, 汉语普通话,3.5
3571,东北往事之破马张飞,郭大雷,郭大雷,贾乃亮,马丽,王迅,"['喜剧', '动作']",99分钟,2017,中国大陆, 汉语普通话,3.5
3572,人间·喜剧,孙周,曹鹏,艾伦,王智,鲁诺,['喜剧'],90分钟,2019,中国大陆, 汉语普通话,3.5
3573,女人公敌,管晓杰,管晓杰,赵奕欢,文卓,刘惠璞,['喜剧'],113分钟,2013,中国大陆, 汉语普通话,3.5
3574,爱爱囧事,关尔,梁潇潇,赵奕欢,王一,莫熙儿,"['喜剧', '爱情']",97分钟,2013,中国大陆, 汉语普通话,3.5
3575,男神时代,徐正超,海风暖暖,任言恺,李菲儿,李贤宰,"['喜剧', '爱情']",91分钟,2015,中国大陆, 汉语普通话,3.5
3576,爱我就陪我看电影,牛朝阳,牛朝阳,吴镇宇,余男,金汎,"['喜剧', '爱情']",90分钟,2015,中国大陆, 汉语普通话,3.5
3577,美人邦,张竣程,万顷波,立威廉,刘雨欣,刘羽琦,"['喜剧', '爱情']",87分钟,2014,中国大陆, 汉语普通话,3.5
3578,我是谁2015,宋胤熹,胡小帅,王海祥,姚星彤,张蓝心,"['喜剧', '动作']",102分钟,2015,中国大陆, 汉语普通话,3.5
3579,重庆美女,杨紫婷,王倦,于娜,戚薇,袁成杰,"['剧情', '喜剧']",90分钟,2009,中国大陆, 汉语普通话,3.5
3580,热爱岛,甘国亮,甘国亮,吴镇宇,宋佳,任达华,"['喜剧', '爱情']",93分钟,2012,中国大陆 / 香港, 汉语普通话 / 粤语,3.5
3581,迷与狂,颜廷录,颜廷录,姜潮,蒋雪鸣,王厦,['喜剧'],100分钟,2015,中国大陆, 汉语普通话,3.5
3582,卡拉是条狗,路学长,路学长,葛优,丁嘉丽,李滨,"['剧情', '喜剧']",100 分钟,2003,中国大陆, 汉语普通话,7.2
3583,独家新闻 Scoop,伍迪·艾伦,伍迪·艾伦,斯嘉丽·约翰逊,休·杰克曼,伍迪·艾伦,"['喜剧', '爱情', '悬疑', '奇幻']",96分钟,2006,英国 / 美国, 英语,7.2
3584,恐龙当家 The Good Dinosaur,彼得·孙,彼得·孙,雷蒙德·奥乔亚,杰克·布赖特,杰弗里·怀特,"['喜剧', '动画', '家庭', '冒险']",93分钟,2015,美国, 英语,7.2
3585,独家试爱 獨家試愛,叶念琛,叶念琛,方力申,邓丽欣,吴佩慈,"['喜剧', '爱情']",96 分钟,2006,香港, 粤语,7.2
3586,"青春爱欲吻 Angus, Thongs and Perfect Snogging",顾伦德·查达哈,保罗·梅达·贝哲斯,乔治娅·格洛梅,亚伦·泰勒-约翰逊,埃莉诺·汤姆林森,"['剧情', '喜剧']",UK: 100 分钟,2008,美国 / 德国 / 英国, 英语,7.2
3587,阿呆与阿瓜 Dumb & Dumber,彼得·法雷里,彼得·法雷里,金·凯瑞,杰夫·丹尼尔斯,罗伦·荷莉,['喜剧'],107分钟,1994,美国, 英语 / 瑞典语 / 德语,7.2
3588,火星人玩转地球 Mars Attacks!,蒂姆·波顿,乔纳森·詹姆斯,杰克·尼科尔森,格伦·克洛斯,杰克·布莱克,"['喜剧', '动作', '科幻', '惊悚', '奇幻']",106 分钟,1996,美国, 英语 / 法语,7.2
