,a,c,e,g,i,k,l,m,n,o,p,q
133,控方证人 Witness for the Prosecution,艾伦·吉布森,阿加莎·克里斯蒂,拉尔夫·理查德森,黛博拉·蔻儿,博·布里奇斯,"['剧情', '悬疑', '犯罪']",97分钟,1982,美国 / 英国, 英语,9.4
134,盗梦空间 Inception,克里斯托弗·诺兰,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾伦·佩吉,"['剧情', '科幻', '悬疑', '冒险']",148分钟,2010,美国 / 英国, 英语 / 日语 / 法语,9.3
135,无间道 無間道,刘伟强,麦兆辉,刘德华,梁朝伟,黄秋生,"['剧情', '悬疑', '犯罪']",101分钟,2002,香港, 粤语,9.1
136,窃听风暴 Das Leben der Anderen,弗洛里安·亨克尔·冯·多纳斯马尔克,弗洛里安·亨克尔·冯·多纳斯马尔克,乌尔里希·穆埃,马蒂娜·格德克,塞巴斯蒂安·科赫,"['剧情', '悬疑']",137分钟,2006,德国, 德语,9.1
137,帷幕：波洛的最后一案 Curtain: Poirot's Last Case,希提·麦克唐纳,阿加莎·克里斯蒂,大卫·苏切,休·弗拉瑟,艾丹·麦克阿德尔,"['悬疑', '犯罪']",90分钟,2013,英国, 英语,9.1
138,搏击俱乐部 Fight Club,大卫·芬奇,恰克·帕拉尼克,爱德华·诺顿,布拉德·皮特,海伦娜·伯翰·卡特,"['剧情', '动作', '悬疑', '惊悚']",139 分钟,1999,美国 / 德国, 英语,9.0
139,古畑任三郎完结篇 重生之死 古畑任三郎ファイナル 今、甦る死,星護,三谷幸喜,田村正和,西村雅彦,石井正则,"['悬疑', '犯罪']",105分钟,2006,日本, 日语,9.0
140,红辣椒 パプリカ,今敏,水上清资,林原惠美,江守彻,堀胜之祐,"['科幻', '动画', '悬疑', '惊悚']",90 分钟,2006,日本, 日语,8.9
141,惊魂记 Psycho,阿尔弗雷德·希区柯克,约瑟夫·斯蒂凡诺,珍妮特·利,安东尼·博金斯,维拉·迈尔斯,"['悬疑', '惊悚', '恐怖']",109分钟,1960,美国, 英语,8.9
142,追随 Following,克里斯托弗·诺兰,克里斯托弗·诺兰,杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔,"['悬疑', '惊悚', '犯罪']",69分钟,1998,英国, 英语,8.9
143,心理游戏 マインド・ゲーム,汤浅政明,汤浅政明,今田耕司,藤井隆,山口智充,"['喜剧', '动画', '悬疑', '冒险']",103 分钟,2004,日本, 日语,8.9
144,撒旦探戈 Sátántangó,贝拉·塔尔,拉斯洛·卡撒兹纳霍凯,Mihály Víg,Putyi Horváth,László feLugossy,"['剧情', '悬疑']",450分钟,1994,匈牙利 / 德国 / 瑞士, 匈牙利语,8.9
145,看不见的客人 Contratiempo,奥里奥尔·保罗,奥里奥尔·保罗,马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,"['剧情', '悬疑', '惊悚', '犯罪']",106分钟,2016,西班牙, 西班牙语,8.8
146,七宗罪 Se7en,大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼,布拉德·皮特,凯文·史派西,"['剧情', '悬疑', '惊悚', '犯罪']",127分钟,1995,美国, 英语 / 葡萄牙语,8.8
147,致命魔术 The Prestige,克里斯托弗·诺兰,乔纳森·诺兰,休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩,"['剧情', '悬疑', '惊悚']",130分钟,2006,美国 / 英国, 英语,8.8
148,第六感 The Sixth Sense,M·奈特·沙马兰,M·奈特·沙马兰,布鲁斯·威利斯,海利·乔·奥斯蒙,托妮·科莱特,"['剧情', '悬疑', '惊悚']",107分钟,1999,美国, 英语 / 拉丁语 / 西班牙语,8.8
149,刺杀肯尼迪 JFK,奥利佛·斯通,奥利佛·斯通,凯文·科斯特纳,茜茜·斯派塞克,汤米·李·琼斯,"['剧情', '悬疑', '惊悚', '传记', '历史']",189分钟,1991,美国 / 法国, 英语,8.8
150,神探夏洛克：最后的誓言 Sherlock: His Last Vow,尼克·赫伦,史蒂文·莫法特,本尼迪克特·康伯巴奇,马丁·弗瑞曼,阿曼达·阿宾顿,"['剧情', '悬疑', '犯罪']",90分钟,2014,英国, 英语,8.8
151,十二猴子 Twelve Monkeys,特瑞·吉列姆,大卫·韦伯·皮普尔斯,布鲁斯·威利斯,布拉德·皮特,大卫·摩斯,"['科幻', '悬疑', '惊悚']",129 分钟,1995,美国, 英语,8.1
152,赛末点 Match Point,伍迪·艾伦,伍迪·艾伦,乔纳森·莱斯·梅耶斯,斯嘉丽·约翰逊,马修·古迪,"['剧情', '爱情', '悬疑']",124 分钟,2005,英国 / 美国 / 爱尔兰 / 俄罗斯, 英语,8.1
153,我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher,巴伦·博·欧达尔,巴伦·博·欧达尔,汤姆·希林,埃利亚斯·穆巴里克,沃坦·维尔克·默林,"['悬疑', '惊悚', '犯罪']",102分钟,2014,德国, 德语 / 英语,8.1
154,漫长的婚约 Un long dimanche de fiançailles,让-皮埃尔·热内,塞巴斯蒂安·雅普里佐,奥黛丽·塔图,加斯帕德·尤利尔,多米尼克·皮侬,"['剧情', '爱情', '悬疑', '战争']",133 分钟,2004,法国 / 美国, 法语 / 德语,8.1
155,如月疑云 キサラギ,佐藤祐市,古泽良太,小栗旬,中山裕介,小出惠介,"['喜剧', '悬疑']",108分钟(日本),2007,日本, 日语,8.1
156,回归 Volver,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,佩内洛普·克鲁兹,卡门·毛拉,洛拉·杜埃尼亚斯,"['剧情', '喜剧', '悬疑', '犯罪']",121 分钟,2006,西班牙, 西班牙语,8.1
157,群鸟 The Birds,阿尔弗雷德·希区柯克,伊万·亨特,蒂比·海德莉,罗德·泰勒,杰西卡·坦迪,"['悬疑', '惊悚']",119 分钟,1963,美国, 英语,8.1
158,人猿星球 Planet of the Apes,富兰克林·沙夫纳,迈克尔·威尔逊,查尔登·海斯顿,罗迪·麦克道尔,金·亨特,"['科幻', '悬疑', '冒险']",112 分钟,1968,美国, 英语,8.1
159,白丝带 Das weiße Band – Eine deutsche Kindergeschichte,迈克尔·哈内克,迈克尔·哈内克,Christian Friedel,Ernst Jacobi,Leonie Benesch,"['剧情', '悬疑']",144分钟,2009,德国 / 奥地利 / 法国 / 意大利, 德语 / 意大利语 / 波兰语 / 拉丁语,8.1
160,巴顿·芬克 Barton Fink,乔尔·科恩,伊桑·科恩,约翰·特托罗,约翰·古德曼,朱迪·戴维斯,"['剧情', '悬疑', '惊悚']",116分钟,1991,美国 / 英国, 英语,8.1
161,妖夜慌踪 Lost Highway,大卫·林奇,巴里·吉福德,比尔·普尔曼,帕特丽夏·阿奎特,巴萨扎·盖提,"['剧情', '悬疑', '惊悚', '恐怖']",134分钟,1997,法国 / 美国, 英语,8.1
162,骡子 The Mule,克林特·伊斯特伍德,尼克·申克,克林特·伊斯特伍德,Patrick L. Reyes,Cesar De León,"['剧情', '悬疑', '惊悚', '犯罪']",116分钟,2018,美国, 英语,8.1
163,杀妻总动员 Survive Style 5+,关口现,多田琢,浅野忠信,桥本丽香,阿部宽,"['爱情', '悬疑', '惊悚', '奇幻']",120分钟,2004,日本, 日语 / 英语,8.1
164,睁开你的双眼 Abre los ojos,亚历杭德罗·阿梅纳瓦尔,亚历杭德罗·阿梅纳瓦尔,爱德华多·诺列加,佩内洛普·克鲁兹,费莱·马丁内斯,"['剧情', '爱情', '科幻', '悬疑', '惊悚']",117 分钟,1997,西班牙 / 法国 / 意大利, 西班牙语,8.1
165,亚特兰蒂斯之心 Hearts in Atlantis,斯科特·希克斯,威廉姆·高德曼,安东尼·霍普金斯,安东·叶利钦,霍普·戴维斯,"['剧情', '悬疑', '惊悚']",101分钟,2001,美国 / 澳大利亚, 英语,8.1
166,窃听大阴谋 The Conversation,弗朗西斯·福特·科波拉,弗朗西斯·福特·科波拉,吉恩·哈克曼,约翰·凯泽尔,艾伦·加菲尔德,"['剧情', '悬疑', '惊悚']",113 分钟,1974,美国, 英语,8.1
167,隐秘 La sconosciuta,朱塞佩·托纳多雷,朱塞佩·托纳多雷,克谢尼娅·拉波波尔特,米凯莱·普拉奇多,克劳迪亚·杰里尼,"['剧情', '悬疑', '惊悚']",118 分钟,2006,意大利, 意大利语,8.1
168,X圣治 CURE キュア,黑泽清,黑泽清,役所广司,萩原圣人,氏木毅,"['悬疑', '惊悚', '恐怖', '犯罪']",111分钟,1997,日本, 日语,8.1
169,关于伊丽 درباره الی,阿斯哈·法哈蒂,阿斯哈·法哈蒂,格什菲·法拉哈尼,塔拉内·阿里多斯蒂,Marila Zare'i,"['剧情', '悬疑']",119分钟,2009,伊朗, 波斯语,8.1
170,曼哈顿谋杀疑案 Manhattan Murder Mystery,伍迪·艾伦,马歇尔·布瑞克曼,伍迪·艾伦,黛安·基顿,杰里·阿德勒,"['喜剧', '悬疑']",104分钟,1993,美国, 英语,8.1
171,乱世安娜 Caótica Ana,胡里奥·密谭,胡里奥·密谭,曼努埃拉·贝列斯,夏洛特·兰普林,Bebe,"['剧情', '爱情', '悬疑']",118分钟,2007,西班牙, 西班牙语 / 阿拉伯语 / 法语 / 英语,7.7
172,古墓之谜 Poirot: Murder in Mesopotamia,汤姆·克雷格,克里夫·埃克斯顿,大卫·苏切,休·弗拉瑟,类型:,"['悬疑', '犯罪']",100分钟,2001,英国, 英语,7.7
173,人口贩卖 Human Trafficking,克里斯丁·杜瓦,Carol Doyle,米拉·索维诺,唐纳德·萨瑟兰,塔拉·林内·巴尔,"['剧情', '悬疑', '惊悚', '犯罪']",176 分钟,2005,加拿大 / 美国, 英语,7.7
174,勾魂游戏 The Last of Sheila,赫伯特·罗斯,安东尼·博金斯,理查德·本杰明,黛恩·坎农,詹姆斯·柯本,"['剧情', '悬疑', '惊悚', '犯罪']",120 分钟,1973,美国, 英语 / 法语,7.7
175,三十九级台阶 The Thirty Nine Steps,唐·夏普,Michael Robson,罗伯特·鲍威尔,大卫·沃纳,埃里克·波特,"['悬疑', '惊悚', '犯罪']",102 分钟,1978,英国, 英语,7.7
176,恐怖走廊 Shock Corridor,塞缪尔·富勒,塞缪尔·富勒,彼得·布瑞克,康斯坦丝·陶尔斯,吉恩·埃文斯,"['剧情', '悬疑']",101 分钟,1963,美国, 英语,7.7
177,超完美地狱 Den brysomme mannen,杨斯·连恩,Per Schreiner,斯荣德·福斯·奥瓦格,佩特妮拉·巴克,Per Schaaning,"['剧情', '喜剧', '悬疑', '奇幻']",95 分钟,2006,挪威 / 冰岛, 挪威语,7.7
178,惊魂记2 Psycho II,理查德·富兰克林,汤姆·霍兰德,安东尼·博金斯,维拉·迈尔斯,梅格·提利,"['悬疑', '惊悚', '恐怖']",113分钟,1983,美国, 英语,7.7
179,犬神家族 犬神家の一族,市川昆,长田纪生,石坂浩二,岛田阳子,青井辉彦,"['剧情', '悬疑', '恐怖']",146 分钟,1976,日本, 日语,7.7
180,禁忌星球 Forbidden Planet,弗雷德·威尔科克斯,西里尔·休谟,沃尔特·皮金,安妮·弗朗西丝,莱斯利·尼尔森,"['科幻', '悬疑']",98 分钟,1956,美国, 英语,7.7
181,布利特 Bullitt,彼得·叶茨,艾伦·楚斯曼,史蒂夫·麦奎因,罗伯特·沃恩,杰奎琳·比塞特,"['动作', '悬疑', '犯罪']",114分钟,1968,美国, 英语,7.7
182,外国学生宿舍谋杀案 Poirot: Hickory Dickory Dock,安德鲁·格里弗,安东尼·赫洛维兹,大卫·苏切,菲利普·杰克森,保琳·莫兰,"['悬疑', '惊悚', '犯罪']",102分钟,1995,英国, 英语,7.7
183,大失踪 Missing,科斯塔-加夫拉斯,科斯塔-加夫拉斯,杰克·莱蒙,茜茜·斯派塞克,梅勒妮·梅隆,"['剧情', '悬疑', '惊悚', '历史']",122 分钟,1982,美国, 英语 / 西班牙语,7.7
184,空幻之屋 Poirot: The Hollow,西蒙·兰顿,尼克·迪尔,大卫·苏切,莎拉·米尔斯,乔纳森·凯克,"['剧情', '爱情', '悬疑', '犯罪']",94分钟,2004,英国, 英语,7.7
185,职场无间道 El método,Marcelo Piñeyro马西路·品尼路,马特奥·希尔,Eduardo Noriega,Najwa Nimri,类型:,"['剧情', '悬疑', '惊悚']",115 分钟,2005,阿根廷 / 西班牙 / 意大利, 西班牙语 / 英语 / 法语,7.7
186,蝙蝠侠大战幻影人 Batman: Mask of the Phantasm,布鲁斯·提姆,保罗·迪尼,凯文·康瑞,达娜·德拉尼,哈特·巴克纳,"['动作', '动画', '悬疑', '犯罪']",76 分钟,1993,美国, 英语,7.7
187,豪门孽债 Reversal of Fortune,巴贝特·施罗德,尼古拉斯·卡赞,格伦·克洛斯,杰瑞米·艾恩斯,罗恩·西维尔,"['剧情', '悬疑', '传记']",111分钟,1990,美国 / 日本 / 英国, 英语 / 德语,7.7
188,呼啸山庄 Cime Tempestose,Fabrizio Costa,阿莱西奥·博尼,阿莱西奥·博尼,安妮塔·卡皮奥尼,类型:,"['剧情', '爱情', '悬疑']",200分钟,2004,意大利 / 法国, 意大利语,7.7
189,失踪的遗嘱 Poirot: Case of the Missing Will,John Bruce,阿加莎·克里斯蒂,大卫·苏切,菲利普·杰克森,休·弗拉瑟,"['剧情', '悬疑', '犯罪']",50分钟,1993,英国, 英语,7.7
190,美丽的凯特 Beautiful Kate,蕾切尔·沃德,蕾切尔·沃德,本·门德尔森,苏菲·洛,梅芙·德莫迪,"['剧情', '悬疑']",100分钟,2009,澳大利亚, 英语,7.4
191,妙探寻凶 Clue,乔纳森·林恩,Anthony E. Pratt,蒂姆·克里,艾琳·布伦南,玛德莲·卡恩,"['喜剧', '悬疑', '惊悚', '犯罪']",94 分钟,1985,美国, 英语 / 法语,7.4
192,罪恶 Talvar,梅克纳·古勒扎尔,维夏·巴德瓦杰,伊尔凡·可汗,康柯纳·森·沙尔玛,塔布,"['剧情', '悬疑', '惊悚']",132分钟,2015,印度, 印地语,7.4
193,落在香杉树的雪花 Snow Falling on Cedars,斯科特·希克斯,David Guterson,伊桑·霍克,工藤夕贵,铃木杏,"['剧情', '爱情', '悬疑', '惊悚']",127分钟,1999,美国, 英语 / 日语 / 德语,7.4
194,蜘蛛梦魇 Spider,大卫·柯南伯格,Patrick McGrath,拉尔夫·费因斯,米兰达·理查森,加布里埃尔·伯恩,"['剧情', '悬疑']",98 分钟,2002,加拿大 / 英国, 英语,7.4
195,勾魂慑魄 Histoires extraordinaires,费德里科·费里尼,贝纳迪诺·扎波尼,阿兰·德龙,简·方达,碧姬·芭铎,"['悬疑', '恐怖']",121 分钟,1968,法国 / 意大利, 法语,7.4
196,底牌 Poirot: Cards on the Table,Sarah Harding,尼克·迪尔,大卫·苏切,佐伊·沃纳梅克,汉妮萨科·维克斯,"['剧情', '悬疑', '犯罪']",93分钟,2005,英国, 英语,7.4
197,罗杰疑案 Poirot：The Murder of Roger Ackroyd,安德鲁·格里弗,克里夫·埃克斯顿,大卫·苏切,菲利普·杰克森,奥利弗·福德·戴维斯,"['剧情', '悬疑', '犯罪']",100分钟,2000,英国, 英语,7.4
198,伊普克雷斯档案 The Ipcress File,西德尼·J·弗里尔,Bill Canaway,迈克尔·凯恩,奈杰尔·格林,盖·唐尔曼,"['悬疑', '惊悚']",109 分钟,1965,英国, 英语 / Albanian,7.4
199,埃及古墓历险记 Poirot: The Adventure of the Egyptian Tomb,Peter Barber-Fleming,克里夫·埃克斯顿,大卫·苏切,休·弗拉瑟,保琳·莫兰,"['悬疑', '犯罪']",50分钟,1993,英国, 英语,7.4
200,美国朋友 Der amerikanische Freund,维姆·文德斯,派翠西亚·海史密斯,丹尼斯·霍珀,布鲁诺·甘茨,尼古拉斯·雷,"['剧情', '悬疑', '惊悚', '犯罪']",125 分钟,1977,西德 / 法国, 德语 / 英语 / 法语,7.4
201,首相绑架案 Poirot: The Kidnapped Prime Minister,安德鲁·格里弗,克里夫·埃克斯顿,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['剧情', '悬疑', '犯罪']",51分钟,1990,英国, 英语,7.4
202,海上谜案 Poirot: The Problem at Sea,Renny Rye,克里夫·埃克斯顿,大卫·苏切,休·弗拉瑟,John Normington,"['悬疑', '犯罪']",50分钟,1989,英国, 英语,7.4
203,矿藏之谜 Poirot: The Lost Mine,爱德华·本内特,迈克尔·贝克,大卫·苏切,菲利普·杰克森,休·弗拉瑟,"['悬疑', '犯罪']",50分钟,1990,英国, 英语,7.4
204,百万美元证券失窃案 Poirot: The Million Dollar Bond Robbery,Andrew Grieve,安东尼·赫洛维兹,大卫·苏切,休·弗拉瑟,保琳·莫兰,"['剧情', '悬疑', '犯罪']",51分钟,1991,英国, 英语,7.4
205,说谎游戏 Deceiver,Jonas Pate,乔纳斯·佩特,Tim Roth,Chris Penn,Renee Zellweger,"['剧情', '悬疑', '惊悚', '犯罪']",106 分钟,1997,美国, 英语 / 西班牙语,7.4
206,红宝石之玉失窃案 Poirot：The Theft of the Royal Ruby,安德鲁·格里弗,安东尼·赫洛维兹,大卫·苏切,类型:,喜剧,"['喜剧', '悬疑', '犯罪']",50分钟,1991,英国, 英语,7.4
207,誓死追缉令 The Pledge,西恩·潘,Jerzy Kromolowski,杰克·尼科尔森,本尼西奥·德尔·托罗,罗宾·怀特,"['剧情', '悬疑', '惊悚', '犯罪']",124 分钟,2001,美国, 英语,7.4
208,双重线索 Poirot：The Double Clue,安德鲁·派丁顿,安东尼·赫洛维兹,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['剧情', '爱情', '悬疑', '犯罪']",50分钟,1991,英国, 英语,7.4
209,一天 하루,赵善浩,赵善浩,金明民,卞约汉,申惠善,"['剧情', '悬疑', '惊悚']",90分钟,2017,韩国, 韩语,7.1
210,深海圆疑 Sphere,巴瑞·莱文森,Stephen Hauser,达斯汀·霍夫曼,莎朗·斯通,塞缪尔·杰克逊,"['科幻', '悬疑', '惊悚', '恐怖']",134 分钟,1998,美国, 英语,7.1
211,雾气蒙蒙 The I Inside,罗兰德·苏索·里希特,Michael Cooney,瑞恩·菲利普,萨拉·波莉,派珀·佩拉博,"['悬疑', '惊悚', '奇幻']",90 分钟,2004,英国 / 美国, 英语,7.1
212,韩塞尔与葛雷特 헨젤과 그레텔,任弼星,金民叔,千正明,陈智熙,沈恩京,"['剧情', '悬疑', '恐怖', '奇幻']",117 分钟,2007,韩国, 韩语,7.1
213,第八页 Page Eight,戴维·黑尔,戴维·黑尔,比尔·奈伊,蕾切尔·薇兹,汤姆·休斯,"['剧情', '悬疑']",100分钟,2011,英国, 英语,7.1
214,星际旅行7：斗转星移 Star Trek: Generations,David Carson,罗纳德·D·摩尔,帕特里克·斯图尔特,乔纳森·弗雷克斯,布伦特·斯皮内,"['动作', '科幻', '悬疑', '惊悚']",118 分钟,1994,美国, 英语,7.1
215,不可告人 Ne le dis à personne,吉约姆·卡内,吉约姆·卡内,弗朗索瓦·克鲁塞,玛丽-乔西·克罗兹,安德烈·杜索里埃,"['剧情', '悬疑', '惊悚', '犯罪']",131 分钟,2006,法国, 法语,7.1
216,500年后 THX 1138,乔治·卢卡斯,乔治·卢卡斯,罗伯特·杜瓦尔,唐纳德·普利森斯,唐佩德罗·科利,"['剧情', '科幻', '悬疑', '惊悚']",86分钟,1971,美国, 英语,7.1
217,娑婆诃 사바하,张宰贤,张宰贤,李政宰,朴正民,李在仁,"['剧情', '悬疑', '惊悚']",122分钟,2019,韩国, 韩语,7.1
218,房客 The Lodger,David Ondaatje,David Ondaatje,阿尔弗雷德·莫里纳,霍普·戴维斯,夏恩·韦斯特,"['剧情', '悬疑', '惊悚', '犯罪']",96分钟,2009,美国, 英语,7.1
219,阿特拉斯耸耸肩 Atlas Shrugged: Part I,保罗·约翰逊,安·兰德,泰勒·席林,保罗·约翰逊,格兰特·鲍尔,"['剧情', '科幻', '悬疑']",97分钟,2011,美国, 英语,7.1
220,魔鬼雷普利 Ripley's Game,莉莉安娜·卡瓦尼,查尔斯·麦肯恩,约翰·马尔科维奇,多格雷·斯科特,切瑞拉·凯瑟莉,"['剧情', '悬疑', '犯罪']",110 分钟,2002,意大利 / 英国 / 美国, 英语 / 德语 / 意大利语,7.1
221,威尼斯疑魂 Don't Look Now,尼古拉斯·罗伊格,艾伦·斯科特,朱莉·克里斯蒂,唐纳德·萨瑟兰,希拉丽·梅森,"['剧情', '悬疑', '恐怖']",110 分钟,1973,英国 / 意大利, 英语 / 意大利语,7.1
222,中学生圆山 中学生円山,宫藤官九郎,宫藤官九郎,草剪刚,平冈拓真,原史奈,"['喜剧', '悬疑']",119分钟,2013,日本, 日语,7.1
223,侠僧探案传奇之大兴赌坊,海涛,郭子圣,韩朔,刘冠成,类型:,"['动作', '悬疑', '武侠', '古装']",90分钟,2015,中国大陆, 汉语普通话,7.1
224,粉红色杀人夜 Body Double,布莱恩·德·帕尔玛,布莱恩·德·帕尔玛,梅兰尼·格里菲斯,格雷格·亨利,克雷格·沃森,"['剧情', '悬疑', '惊悚', '犯罪']",114 分钟,1984,美国, 英语,7.1
225,惊心动魄,邱礼涛,邱礼涛,钟丽缇,方中信,类型:,"['悬疑', '惊悚']",88分钟,2004,香港, 粤语,7.1
226,侠僧探案传奇之将军府,海涛,郭子圣,韩朔,刘冠成,类型:,"['动作', '悬疑', '武侠', '古装']",90分钟,2015,中国大陆, 汉语普通话,7.1
227,天使之心 Angel Heart,艾伦·帕克,威廉·乔兹伯格,罗伯特·德尼罗,米基·洛克,莉莎·博内特,"['悬疑', '惊悚', '恐怖']",113 分钟,1987,美国 / 加拿大 / 英国, 英语 / 法语,7.1
228,时光大盗 Time Bandits,特瑞·吉列姆,麦克·帕林,约翰·克立斯,肖恩·康纳利,谢莉·杜瓦尔,"['喜剧', '科幻', '悬疑', '惊悚', '家庭', '奇幻', '冒险']",116 分钟,1981,英国, 英语,6.8
229,第十三个故事 The Thirteenth Tale,James Kent,Christopher Hampton,Sophie Turner,Vanessa Redgrave,Olivia Colman,"['剧情', '悬疑', '惊悚', '家庭']",90分钟,2013,英国, 英语,6.8
230,惊狂记 Frantic,罗曼·波兰斯基,罗曼·波兰斯基,哈里森·福特,艾玛纽尔·塞尼耶,贝蒂·巴克利,"['悬疑', '惊悚', '犯罪']",120分钟,1988,美国 / 法国, 英语 / 法语,6.8
231,果戈里·起点 Гоголь. Начало,埃格尔·巴拉诺夫,娜塔莉亚·梅尔库洛娃,亚历山大·佩特罗夫,欧列格·缅希科夫,谢尔盖·巴杜克,"['悬疑', '惊悚', '冒险']",107分钟,2017,俄罗斯, 俄语,6.8
